권역,업종,환경1순위,환경2순위,동기1순위,동기2순위,대표자소득
6,4,5,4,4,,300
6,4,5,5,1,,300
6,4,5,5,1,,300
6,4,5,5,1,,300
6,4,5,5,1,,300
6,4,5,5,1,2,300
6,4,5,5,1,4,300
6,4,5,5,1,4,330
6,4,5,5,1,4,400
6,4,5,5,2,4,400
6,4,5,5,3,4,400
6,4,5,5,4,,400
6,4,5,6,1,2,400
6,4,5,6,1,3,450
6,4,6,4,2,1,500
6,4,6,6,1,2,500
6,5,4,3,1,,0
6,5,4,3,2,,10
6,5,4,3,2,1,100
6,5,4,4,2,,110
6,5,4,4,2,1,120
6,5,4,4,5,,180
6,5,5,3,1,,200
6,5,5,4,1,,250
6,5,5,5,4,,400
6,6,1,1,4,,0
6,6,2,2,4,,0
6,6,2,2,4,,100
6,6,2,3,2,1,150
6,6,3,3,1,,150
6,6,3,3,1,,150
6,6,3,3,1,2,150
6,6,3,3,2,1,150
6,6,3,4,4,,170
6,6,3,4,4,,200
6,6,3,5,2,4,200
6,6,3,6,4,,200
6,6,4,2,1,2,200
6,6,4,3,1,,200
6,6,4,3,1,2,200
6,6,4,3,2,,200
6,6,4,3,4,,200
6,6,4,4,1,,200
6,6,4,4,1,,200
6,6,4,4,1,2,210
6,6,4,4,1,2,250
6,6,4,4,1,2,250
6,6,4,4,1,2,300
6,6,4,4,1,3,300
6,6,4,4,4,1,300
6,6,4,4,4,1,300
6,6,4,5,1,2,350
6,6,4,5,2,,40
6,6,4,5,4,,400
6,6,5,3,2,3,400
6,6,5,4,1,,400
6,6,5,4,1,,400
6,6,5,4,1,2,400
6,6,5,4,1,2,50
6,6,5,5,1,,50
6,6,5,5,1,2,500
6,6,5,5,1,2,500
6,6,5,5,1,5,500
6,6,5,5,4,,650
6,6,6,5,1,,70
6,6,6,6,1,,75
6,6,6,6,1,2,800
6,7,3,3,1,,100
6,7,3,3,1,,100
6,7,3,4,2,1,100
6,7,3,5,1,2,100
6,7,3,5,1,4,120
6,7,4,2,4,,120
6,7,4,3,1,,200
6,7,4,3,1,,200
6,7,4,3,1,2,200
6,7,4,3,1,4,200
6,7,4,3,2,,220
6,7,4,3,2,,220
6,7,4,3,2,4,220
6,7,4,3,4,,230
6,7,4,3,4,,250
6,7,4,3,4,1,300
6,7,4,4,1,,330
6,7,4,4,1,,350
6,7,4,4,1,2,40
6,7,4,5,1,2,400
6,7,5,3,4,,450
6,7,5,4,1,2,500
6,7,5,4,1,2,60
6,7,5,4,1,2,700
6,7,5,4,2,1,80
6,8,2,2,4,,100
6,8,3,3,1,,100
6,8,3,3,1,,150
6,8,3,3,1,2,150
6,8,3,5,1,,150
6,8,4,2,1,,150
6,8,4,3,1,,150
6,8,4,3,1,2,150
6,8,4,3,4,,180
6,8,4,3,4,,190
6,8,4,4,1,,190
6,8,4,4,1,2,200
6,8,4,4,1,2,200
6,8,4,4,1,2,200
6,8,4,4,2,,200
6,8,4,4,2,1,200
6,8,4,4,2,1,200
6,8,4,4,2,1,200
6,8,4,5,1,2,200
6,8,5,3,1,2,250
6,8,5,4,1,,250
6,8,5,4,2,1,300
6,8,5,4,2,1,300
6,8,5,4,2,1,300
6,8,5,5,1,2,400
6,8,5,5,1,2,50
6,8,5,5,1,2,50
6,8,5,5,2,1,500
6,8,7,3,1,,90
6,9,3,2,1,,0
6,9,3,3,1,4,0
6,9,3,3,1,4,0
6,9,3,3,4,,0
6,9,3,3,4,,100
6,9,3,4,1,,100
6,9,4,2,1,2,100
6,9,4,3,4,,100
6,9,4,3,4,,100
6,9,4,3,4,,100
6,9,4,3,4,,180
6,9,4,4,3,2,180
6,9,4,4,4,,180
6,9,5,4,1,,200
6,9,5,5,1,3,200
6,9,5,5,1,4,300
6,9,5,5,2,,300
6,9,6,5,1,2,50
