권역,업종,환경1순위,환경2순위,동기1순위,동기2순위,대표자소득
1,10,3,3,4,1,10
1,10,3,4,1,,10
1,10,3,4,1,2,100
1,10,3,4,1,2,100
1,10,4,2,1,2,100
1,10,4,2,2,1,100
1,10,4,2,2,1,150
1,10,4,3,1,2,150
1,10,4,3,2,4,150
1,10,4,4,1,2,20
1,10,4,4,1,2,200
1,10,4,4,1,2,200
1,10,4,4,1,2,200
1,10,4,4,1,2,200
1,10,4,4,1,2,200
1,10,4,4,1,2,200
1,10,4,4,1,4,200
1,10,4,4,1,4,200
1,10,4,4,2,,220
1,10,4,4,2,4,250
1,10,4,4,4,,250
1,10,4,4,4,2,300
1,10,4,5,1,2,300
1,10,5,2,2,1,300
1,10,5,2,2,1,300
1,10,5,2,4,1,300
1,10,5,3,2,1,300
1,10,5,4,1,2,40
1,10,5,4,1,2,40
1,10,5,4,1,4,400
1,10,5,4,1,4,400
1,10,5,5,1,2,50
1,10,5,5,1,2,80
1,2,1,1,1,,0
1,2,2,2,1,,0
1,2,2,2,1,,0
1,2,2,2,1,,0
1,2,2,2,1,3,0
1,2,2,3,4,,0
1,2,2,4,4,,0
1,2,3,1,4,,10
1,2,3,2,1,,100
1,2,3,2,1,2,100
1,2,3,2,1,3,100
1,2,3,2,1,4,100
1,2,3,2,2,,100
1,2,3,2,2,1,100
1,2,3,2,2,1,100
1,2,3,2,2,1,100
1,2,3,2,3,1,100
1,2,3,2,4,,100
1,2,3,2,4,,100
1,2,3,2,4,,100
1,2,3,2,4,,100
1,2,3,2,4,,100
1,2,3,2,4,1,100
1,2,3,3,1,,100
1,2,3,3,1,,100
1,2,3,3,1,,100
1,2,3,3,1,2,100
1,2,3,3,1,5,100
1,2,3,3,2,,100
1,2,3,3,2,,100
1,2,3,3,2,,100
1,2,3,3,2,,100
1,2,3,3,2,,100
1,2,3,3,2,,100
1,2,3,3,2,1,100
1,2,3,3,2,1,100
1,2,3,3,2,1,100
1,2,3,3,2,1,100
1,2,3,3,4,,100
1,2,3,3,4,,112.5
1,2,3,3,4,,120
1,2,3,3,4,,120
1,2,3,3,4,,120
1,2,3,3,4,,125
1,2,3,3,4,,130
1,2,3,3,4,1,130
1,2,3,3,4,1,140
1,2,3,4,1,2,150
1,2,3,4,1,4,150
1,2,3,4,2,3,150
1,2,3,4,4,,150
1,2,3,4,4,,150
1,2,3,4,4,,150
1,2,3,5,2,,150
1,2,3,6,2,3,150
1,2,4,2,1,,150
1,2,4,2,1,2,150
1,2,4,2,1,2,150
1,2,4,2,1,4,150
1,2,4,2,2,,150
1,2,4,2,4,,150
1,2,4,2,4,,1500
1,2,4,3,1,,160
1,2,4,3,1,,180
1,2,4,3,1,,180
1,2,4,3,1,,180
1,2,4,3,1,2,190
1,2,4,3,1,2,191.7
1,2,4,3,1,2,200
1,2,4,3,1,4,200
1,2,4,3,1,4,200
1,2,4,3,1,4,200
1,2,4,3,1,4,200
1,2,4,3,2,,200
1,2,4,3,2,,200
1,2,4,3,2,1,200
1,2,4,3,2,1,200
1,2,4,3,2,1,200
1,2,4,3,2,1,200
1,2,4,3,3,1,200
1,2,4,3,4,,200
1,2,4,3,4,,200
1,2,4,3,4,,200
1,2,4,3,4,,200
1,2,4,3,4,,200
1,2,4,3,4,,200
1,2,4,3,4,,200
1,2,4,3,4,1,200
1,2,4,4,1,,200
1,2,4,4,1,,200
1,2,4,4,1,,200
1,2,4,4,1,,200
1,2,4,4,1,,200
1,2,4,4,1,,200
1,2,4,4,1,2,200
1,2,4,4,1,2,200
1,2,4,4,1,2,200
1,2,4,4,1,2,200
1,2,4,4,1,2,200
1,2,4,4,1,2,200
1,2,4,4,1,2,200
1,2,4,4,1,2,200
1,2,4,4,1,2,200
1,2,4,4,1,2,220
1,2,4,4,1,2,240
1,2,4,4,1,2,250
1,2,4,4,1,2,250
1,2,4,4,1,2,250
1,2,4,4,1,2,250
1,2,4,4,1,2,250
1,2,4,4,1,3,250
1,2,4,4,1,4,250
1,2,4,4,1,4,250
1,2,4,4,1,4,250
1,2,4,4,1,4,250
1,2,4,4,1,4,250
1,2,4,4,2,,250
1,2,4,4,2,,250
1,2,4,4,2,,250
1,2,4,4,2,,250
1,2,4,4,2,1,250
1,2,4,4,2,1,250
1,2,4,4,2,1,263.8
1,2,4,4,2,1,270
1,2,4,4,2,4,30
1,2,4,4,2,4,300
1,2,4,4,4,,300
1,2,4,4,4,,300
1,2,4,4,4,,300
1,2,4,4,4,,300
1,2,4,4,4,,300
1,2,4,4,4,,300
1,2,4,4,4,,300
1,2,4,4,4,,300
1,2,4,4,4,1,300
1,2,4,4,4,2,300
1,2,4,4,4,2,300
1,2,4,4,4,2,300
1,2,4,4,4,2,300
1,2,4,4,4,2,300
1,2,4,5,2,,300
1,2,4,5,2,4,300
1,2,4,5,2,4,300
1,2,4,6,1,2,300
1,2,4,6,1,4,300
1,2,4,6,4,,300
1,2,5,2,2,1,300
1,2,5,3,1,,300
1,2,5,3,1,4,300
1,2,5,3,2,1,337.5
1,2,5,3,2,1,340
1,2,5,3,2,4,340
1,2,5,3,3,4,350
1,2,5,3,4,,350
1,2,5,4,1,,350
1,2,5,4,1,,40
1,2,5,4,1,,400
1,2,5,4,1,,400
1,2,5,4,1,,400
1,2,5,4,1,,400
1,2,5,4,1,2,400
1,2,5,4,1,2,400
1,2,5,4,1,2,400
1,2,5,4,1,3,400
1,2,5,4,1,4,400
1,2,5,4,1,5,400
1,2,5,4,2,,400
1,2,5,4,2,1,450
1,2,5,4,2,1,450
1,2,5,4,2,1,450
1,2,5,4,2,1,5
1,2,5,4,2,1,50
1,2,5,4,2,1,50
1,2,5,4,4,,50
1,2,5,5,1,,50
1,2,5,5,1,,50
1,2,5,5,1,2,50
1,2,5,5,1,2,50
1,2,5,5,1,2,50
1,2,5,5,1,2,50
1,2,5,5,1,2,50
1,2,5,5,1,2,500
1,2,5,5,1,2,500
1,2,5,5,1,2,500
1,2,5,5,1,3,500
1,2,5,5,1,4,500
1,2,5,5,1,4,500
1,2,5,5,1,4,500
1,2,5,5,2,1,530
1,2,5,5,3,1,60
1,2,5,6,1,3,60
1,2,5,7,1,2,60
1,2,6,4,2,1,600
1,2,6,5,4,,600
1,2,6,6,1,4,600
1,2,6,6,1,4,70
1,2,6,6,2,1,75
1,2,6,6,4,,80
1,2,6,6,4,,800
1,2,7,6,1,2,800
1,2,7,7,1,2,90
1,2,7,7,2,1,900
1,3,3,4,2,1,0
1,3,4,3,1,4,100
1,3,4,3,2,1,150
1,3,4,4,1,,150
1,3,4,4,1,,200
1,3,4,4,1,,250
1,3,4,4,1,2,300
1,3,4,4,1,3,300
1,3,4,4,2,,300
1,3,4,4,2,,300
1,3,4,4,4,,300
1,3,4,4,4,1,400
1,3,5,3,2,1,400
1,3,5,4,2,1,400
1,3,5,4,4,,50
1,3,5,5,1,2,500
1,3,5,5,1,2,500
1,3,5,6,1,2,500
1,3,6,6,1,,70
1,4,2,2,1,,0
1,4,2,2,4,1,0
1,4,3,2,1,,0
1,4,3,2,1,,100
1,4,3,2,4,,100
1,4,3,3,1,2,100
1,4,3,3,1,2,100
1,4,3,3,1,2,100
1,4,3,3,1,3,100
1,4,3,3,1,4,100
1,4,3,3,2,,120
1,4,3,3,2,1,120
1,4,3,3,2,4,130
1,4,3,3,4,,150
1,4,3,3,4,,150
1,4,3,4,1,2,180
1,4,3,4,3,,180
1,4,3,5,1,,190
1,4,3,5,1,2,200
1,4,4,2,1,2,200
1,4,4,2,4,,200
1,4,4,3,1,,200
1,4,4,3,1,,200
1,4,4,3,1,,210
1,4,4,3,1,,220
1,4,4,3,1,,240
1,4,4,3,1,2,250
1,4,4,3,1,2,250
1,4,4,4,1,,250
1,4,4,4,1,,300
1,4,4,4,1,,300
1,4,4,4,1,,300
1,4,4,4,1,,300
1,4,4,4,1,,300
1,4,4,4,1,,300
1,4,4,4,1,,300
1,4,4,4,1,,300
1,4,4,4,1,2,300
1,4,4,4,1,2,300
1,4,4,4,1,2,300
1,4,4,4,1,2,31
1,4,4,4,1,3,330
1,4,4,4,2,,330
1,4,4,4,4,,350
1,4,4,4,4,,350
1,4,4,4,4,,350
1,4,4,5,1,2,350
1,4,4,5,1,2,40
1,4,4,5,1,2,400
1,4,4,6,1,3,400
1,4,5,3,1,,400
1,4,5,4,1,,400
1,4,5,4,1,2,450
1,4,5,4,2,1,450
1,4,5,5,1,2,500
1,4,5,5,1,2,500
1,4,5,5,1,2,500
1,4,5,5,1,2,500
1,4,5,5,3,1,500
1,4,6,2,1,,500
1,4,6,4,1,,500
1,4,6,4,1,2,500
1,4,6,4,2,,700
1,4,6,6,4,,75
1,4,7,7,1,3,90
1,5,2,2,4,,100
1,5,3,1,4,,100
1,5,3,3,1,,110
1,5,3,3,4,,120
1,5,3,3,4,,130
1,5,3,3,4,,150
1,5,3,3,4,,20
1,5,3,3,4,,200
1,5,4,2,1,2,200
1,5,4,3,2,,200
1,5,4,3,2,,200
1,5,4,3,2,,200
1,5,4,3,4,,200
1,5,4,3,4,,250
1,5,4,3,4,,250
1,5,4,3,4,,30
1,5,4,3,5,,300
1,5,4,3,5,,300
1,5,4,4,2,,300
1,5,4,4,2,,350
1,5,4,4,2,,40
1,5,4,4,4,,40
1,5,4,4,4,,400
1,5,4,4,4,,50
1,5,5,3,2,1,70
1,5,5,3,2,1,70
1,5,5,4,4,,70
1,5,5,5,4,,700
1,5,6,3,2,,700
1,5,7,6,1,2,80
1,6,2,4,1,2,0
1,6,2,5,2,1,0
1,6,3,2,1,4,0
1,6,3,3,1,,0
1,6,3,3,1,,0
1,6,3,3,1,2,10
1,6,3,3,1,4,100
1,6,3,3,2,4,100
1,6,3,3,4,,100
1,6,3,3,4,,100
1,6,3,3,4,,100
1,6,3,3,4,1,100
1,6,3,4,1,2,1000
1,6,3,4,2,1,1000
1,6,3,5,1,,120
1,6,4,2,2,,150
1,6,4,3,1,,150
1,6,4,3,1,,150
1,6,4,3,1,2,150
1,6,4,3,1,2,150
1,6,4,3,1,2,190
1,6,4,3,1,2,190
1,6,4,3,2,,190
1,6,4,3,4,,200
1,6,4,3,4,1,200
1,6,4,4,1,,200
1,6,4,4,1,,200
1,6,4,4,1,,200
1,6,4,4,1,,200
1,6,4,4,1,,200
1,6,4,4,1,,200
1,6,4,4,1,,200
1,6,4,4,1,2,250
1,6,4,4,1,2,250
1,6,4,4,1,2,250
1,6,4,4,1,2,300
1,6,4,4,1,2,300
1,6,4,4,1,2,300
1,6,4,4,1,3,300
1,6,4,4,4,1,300
1,6,4,5,4,1,300
1,6,4,6,1,,300
1,6,5,2,1,,300
1,6,5,3,1,3,350
1,6,5,3,2,1,350
1,6,5,4,1,,350
1,6,5,4,1,,350
1,6,5,4,1,2,400
1,6,5,4,1,2,400
1,6,5,4,1,2,400
1,6,5,4,1,2,400
1,6,5,4,1,2,400
1,6,5,4,1,3,400
1,6,5,4,1,3,400
1,6,5,4,4,1,450
1,6,5,5,1,2,50
1,6,5,5,1,2,50
1,6,5,5,1,2,500
1,6,5,5,1,2,500
1,6,5,5,1,4,500
1,6,6,4,1,,60
1,6,6,4,1,2,600
1,6,7,7,2,1,800
1,7,2,2,4,,100
1,7,3,3,1,,100
1,7,4,2,1,3,100
1,7,4,2,4,3,100
1,7,4,3,1,2,150
1,7,4,3,1,4,150
1,7,4,3,2,1,150
1,7,4,3,2,1,150
1,7,4,3,4,1,200
1,7,4,3,4,1,200
1,7,4,4,1,2,200
1,7,4,4,2,1,230
1,7,4,4,2,4,230
1,7,4,4,4,,250
1,7,4,4,4,2,300
1,7,5,3,2,1,300
1,7,5,3,4,,300
1,7,5,4,1,2,300
1,7,5,4,1,2,300
1,7,5,4,1,4,350
1,7,5,4,4,,400
1,7,5,4,4,,50
1,7,5,4,4,,500
1,7,5,5,1,,60
1,7,5,5,2,1,70
1,8,3,2,1,4,0
1,8,3,2,1,4,100
1,8,3,3,1,,100
1,8,3,3,1,,100
1,8,3,3,1,2,100
1,8,3,3,1,2,100
1,8,3,3,4,,100
1,8,3,4,1,2,100
1,8,3,4,1,2,100
1,8,3,4,1,2,130
1,8,3,5,4,,150
1,8,4,2,1,2,150
1,8,4,2,1,2,150
1,8,4,2,1,4,150
1,8,4,3,1,2,185
1,8,4,3,1,2,185
1,8,4,3,1,2,185
1,8,4,3,1,2,20
1,8,4,3,2,1,200
1,8,4,4,1,,200
1,8,4,4,1,2,200
1,8,4,4,1,2,200
1,8,4,4,2,1,200
1,8,4,4,4,,230
1,8,4,5,1,,250
1,8,4,5,1,2,300
1,8,5,3,1,4,300
1,8,5,3,3,1,300
1,8,5,3,4,1,300
1,8,5,4,1,2,400
1,8,5,4,1,2,50
1,8,5,4,1,2,500
1,8,5,5,1,2,500
1,8,5,5,1,2,60
1,8,5,6,1,2,600
1,8,6,5,1,,80
1,9,3,2,1,4,0
1,9,3,3,1,4,0
1,9,3,3,4,,0
1,9,3,3,4,,100
1,9,4,3,1,,100
1,9,4,3,1,2,100
1,9,4,3,4,,150
1,9,4,4,1,,180
1,9,4,4,1,,200
1,9,4,4,1,2,200
1,9,4,4,1,2,200
1,9,4,4,4,,200
1,9,4,5,1,2,250
1,9,4,7,1,4,300
1,9,5,4,1,,300
1,9,5,4,1,,300
1,9,5,4,4,,300
1,9,5,5,1,2,400
1,9,5,5,1,2,400
1,9,5,5,1,2,500
1,9,6,4,1,,500
2,1,3,3,1,3,0
2,1,3,3,1,3,100
2,1,4,4,1,2,120
2,1,4,4,1,2,206
2,1,4,4,1,2,250
2,1,5,3,2,1,250
2,1,5,5,2,,400
2,1,5,5,2,1,400
2,1,5,5,3,,800
2,10,1,2,1,,0
2,10,3,2,4,,100
2,10,3,2,4,1,100
2,10,3,3,1,,100
2,10,3,3,2,1,100
2,10,3,3,2,1,100
2,10,3,3,4,,100
2,10,3,4,4,,100
2,10,3,5,1,,120
2,10,3,5,1,4,130
2,10,4,2,1,2,130
2,10,4,2,2,,150
2,10,4,2,4,,150
2,10,4,2,4,,150
2,10,4,3,1,2,150
2,10,4,3,1,2,150
2,10,4,3,1,2,170
2,10,4,3,1,4,20
2,10,4,3,1,4,200
2,10,4,3,1,4,200
2,10,4,3,2,1,200
2,10,4,3,2,1,200
2,10,4,3,2,1,200
2,10,4,3,4,,200
2,10,4,3,4,,200
2,10,4,3,4,,200
2,10,4,4,1,,200
2,10,4,4,1,2,250
2,10,4,4,1,2,250
2,10,4,4,1,2,250
2,10,4,4,2,,300
2,10,4,4,2,,300
2,10,4,4,2,4,300
2,10,4,4,2,4,300
2,10,4,4,2,4,300
2,10,4,4,4,,300
2,10,4,4,4,1,300
2,10,4,4,4,1,350
2,10,4,5,1,2,350
2,10,4,5,2,,350
2,10,4,6,4,,350
2,10,4,6,4,,350
2,10,5,3,4,1,400
2,10,5,3,4,1,450
2,10,5,4,1,2,50
2,10,5,4,1,2,50
2,10,5,4,1,4,500
2,10,5,4,2,4,60
2,10,5,4,4,,70
2,10,5,5,1,2,80
2,10,5,5,1,2,80
2,10,5,6,1,2,80
2,10,5,6,4,,80
2,2,1,4,4,,0
2,2,2,1,1,4,0
2,2,2,1,4,,0
2,2,2,1,4,,0
2,2,2,2,2,1,0
2,2,2,2,2,4,0
2,2,2,2,2,4,0
2,2,2,2,4,,0
2,2,2,2,4,,0
2,2,2,2,4,,0
2,2,2,2,4,1,0
2,2,2,3,1,2,0
2,2,2,4,2,4,0
2,2,3,1,1,4,0
2,2,3,1,2,,0
2,2,3,1,4,,10
2,2,3,2,1,,100
2,2,3,2,1,,100
2,2,3,2,1,,100
2,2,3,2,1,,100
2,2,3,2,1,4,100
2,2,3,2,1,4,100
2,2,3,2,1,4,100
2,2,3,2,1,4,100
2,2,3,2,1,4,100
2,2,3,2,2,4,100
2,2,3,2,4,,100
2,2,3,2,4,,100
2,2,3,2,4,,100
2,2,3,2,4,,100
2,2,3,2,4,,100
2,2,3,2,4,,100
2,2,3,2,4,,100
2,2,3,2,4,1,100
2,2,3,2,4,2,100
2,2,3,3,1,,100
2,2,3,3,1,,100
2,2,3,3,1,,100
2,2,3,3,1,,100
2,2,3,3,1,,100
2,2,3,3,1,,100
2,2,3,3,1,2,100
2,2,3,3,1,2,100
2,2,3,3,1,4,100
2,2,3,3,1,4,100
2,2,3,3,1,4,100
2,2,3,3,2,,100
2,2,3,3,2,,100
2,2,3,3,2,,100
2,2,3,3,2,,100
2,2,3,3,2,,100
2,2,3,3,2,,100
2,2,3,3,2,1,100
2,2,3,3,2,1,100
2,2,3,3,2,1,100
2,2,3,3,2,1,1000
2,2,3,3,4,,1000
2,2,3,3,4,,1000
2,2,3,3,4,,1000
2,2,3,3,4,,1000
2,2,3,3,4,,1000
2,2,3,3,4,,112.5
2,2,3,3,4,,120
2,2,3,3,4,,120
2,2,3,3,4,,120
2,2,3,3,4,,130
2,2,3,3,4,1,140
2,2,3,3,4,1,140
2,2,3,3,4,1,150
2,2,3,3,4,1,150
2,2,3,3,4,2,150
2,2,3,4,1,,150
2,2,3,4,1,,150
2,2,3,4,1,2,150
2,2,3,4,1,2,150
2,2,3,4,1,4,150
2,2,3,4,1,4,150
2,2,3,4,1,4,150
2,2,3,4,2,,150
2,2,3,4,2,1,150
2,2,3,4,3,4,150
2,2,3,4,4,,150
2,2,3,4,4,,150
2,2,3,4,4,,150
2,2,3,5,4,,150
2,2,3,6,4,,150
2,2,4,2,1,,150
2,2,4,2,1,,150
2,2,4,2,1,,150
2,2,4,2,1,3,150
2,2,4,2,2,1,150
2,2,4,2,2,4,150
2,2,4,2,3,,150
2,2,4,2,4,,1500
2,2,4,2,4,,160
2,2,4,2,4,1,160
2,2,4,3,1,,180
2,2,4,3,1,,183.3
2,2,4,3,1,,185
2,2,4,3,1,,20
2,2,4,3,1,,20
2,2,4,3,1,,200
2,2,4,3,1,2,200
2,2,4,3,1,2,200
2,2,4,3,1,2,200
2,2,4,3,1,2,200
2,2,4,3,1,2,200
2,2,4,3,1,4,200
2,2,4,3,1,4,200
2,2,4,3,1,4,200
2,2,4,3,1,4,200
2,2,4,3,1,4,200
2,2,4,3,2,,200
2,2,4,3,2,,200
2,2,4,3,2,1,200
2,2,4,3,2,1,200
2,2,4,3,2,1,200
2,2,4,3,2,1,200
2,2,4,3,2,1,200
2,2,4,3,2,1,200
2,2,4,3,3,,200
2,2,4,3,4,,200
2,2,4,3,4,,200
2,2,4,3,4,,200
2,2,4,3,4,,200
2,2,4,3,4,,200
2,2,4,3,4,,200
2,2,4,3,4,,200
2,2,4,3,4,,200
2,2,4,3,4,,200
2,2,4,3,4,1,200
2,2,4,4,1,,200
2,2,4,4,1,,200
2,2,4,4,1,,200
2,2,4,4,1,,200
2,2,4,4,1,,200
2,2,4,4,1,,200
2,2,4,4,1,,200
2,2,4,4,1,,200
2,2,4,4,1,,200
2,2,4,4,1,,200
2,2,4,4,1,,200
2,2,4,4,1,,200
2,2,4,4,1,,200
2,2,4,4,1,,200
2,2,4,4,1,,200
2,2,4,4,1,,200
2,2,4,4,1,,200
2,2,4,4,1,,200
2,2,4,4,1,,206.3
2,2,4,4,1,,210
2,2,4,4,1,2,221.4
2,2,4,4,1,2,240
2,2,4,4,1,2,250
2,2,4,4,1,2,250
2,2,4,4,1,2,250
2,2,4,4,1,2,250
2,2,4,4,1,2,250
2,2,4,4,1,2,250
2,2,4,4,1,2,250
2,2,4,4,1,2,250
2,2,4,4,1,2,250
2,2,4,4,1,2,250
2,2,4,4,1,2,250
2,2,4,4,1,2,250
2,2,4,4,1,2,250
2,2,4,4,1,2,250
2,2,4,4,1,2,250
2,2,4,4,1,2,250
2,2,4,4,1,2,250
2,2,4,4,1,2,250
2,2,4,4,1,2,250
2,2,4,4,1,2,250
2,2,4,4,1,2,250
2,2,4,4,1,2,250
2,2,4,4,1,3,250
2,2,4,4,1,4,250
2,2,4,4,1,4,250
2,2,4,4,1,4,250
2,2,4,4,1,4,250
2,2,4,4,1,4,250
2,2,4,4,1,4,250
2,2,4,4,1,4,250
2,2,4,4,1,4,250
2,2,4,4,2,,250
2,2,4,4,2,,250
2,2,4,4,2,,250
2,2,4,4,2,,250
2,2,4,4,2,,260
2,2,4,4,2,,260
2,2,4,4,2,,263
2,2,4,4,2,,270
2,2,4,4,2,,270
2,2,4,4,2,1,270
2,2,4,4,2,1,270
2,2,4,4,2,1,290
2,2,4,4,2,1,30
2,2,4,4,2,1,30
2,2,4,4,2,1,30
2,2,4,4,2,1,300
2,2,4,4,2,1,300
2,2,4,4,2,3,300
2,2,4,4,2,3,300
2,2,4,4,2,4,300
2,2,4,4,2,4,300
2,2,4,4,2,4,300
2,2,4,4,3,,300
2,2,4,4,3,1,300
2,2,4,4,3,4,300
2,2,4,4,4,,300
2,2,4,4,4,,300
2,2,4,4,4,,300
2,2,4,4,4,,300
2,2,4,4,4,,300
2,2,4,4,4,,300
2,2,4,4,4,,300
2,2,4,4,4,,300
2,2,4,4,4,,300
2,2,4,4,4,,300
2,2,4,4,4,,300
2,2,4,4,4,,300
2,2,4,4,4,,300
2,2,4,4,4,,300
2,2,4,4,4,,300
2,2,4,4,4,,300
2,2,4,4,4,,300
2,2,4,4,4,,300
2,2,4,4,4,,300
2,2,4,4,4,,300
2,2,4,4,4,1,300
2,2,4,4,4,2,300
2,2,4,4,4,2,300
2,2,4,4,4,2,300
2,2,4,4,5,,300
2,2,4,5,1,,300
2,2,4,5,1,,300
2,2,4,5,1,2,300
2,2,4,5,1,2,300
2,2,4,5,1,2,300
2,2,4,5,1,2,300
2,2,4,5,1,3,300
2,2,4,5,2,,300
2,2,4,5,2,,300
2,2,4,5,2,,300
2,2,4,5,2,1,300
2,2,4,5,2,1,300
2,2,4,5,2,4,300
2,2,4,5,2,4,300
2,2,4,5,4,,300
2,2,4,5,4,2,300
2,2,4,7,1,4,320
2,2,4,7,3,1,325
2,2,5,2,1,,325
2,2,5,2,4,,330
2,2,5,3,1,,350
2,2,5,3,1,2,350
2,2,5,3,1,2,350
2,2,5,3,1,3,350
2,2,5,3,1,4,350
2,2,5,3,1,4,350
2,2,5,3,2,1,350
2,2,5,3,2,1,40
2,2,5,3,2,1,400
2,2,5,3,2,1,400
2,2,5,3,4,,400
2,2,5,3,4,,400
2,2,5,3,5,1,400
2,2,5,4,1,,400
2,2,5,4,1,,400
2,2,5,4,1,,400
2,2,5,4,1,2,400
2,2,5,4,1,2,400
2,2,5,4,1,2,400
2,2,5,4,1,2,400
2,2,5,4,1,2,400
2,2,5,4,1,2,400
2,2,5,4,1,2,400
2,2,5,4,1,2,400
2,2,5,4,1,3,400
2,2,5,4,1,4,400
2,2,5,4,1,4,400
2,2,5,4,2,,400
2,2,5,4,2,,400
2,2,5,4,2,1,400
2,2,5,4,2,1,400
2,2,5,4,2,1,450
2,2,5,4,2,1,450
2,2,5,4,2,1,450
2,2,5,4,2,1,450
2,2,5,4,2,1,450
2,2,5,4,2,1,450
2,2,5,4,4,,50
2,2,5,4,4,,50
2,2,5,4,4,1,50
2,2,5,4,4,2,50
2,2,5,4,4,2,50
2,2,5,5,1,,50
2,2,5,5,1,,50
2,2,5,5,1,,50
2,2,5,5,1,2,50
2,2,5,5,1,2,50
2,2,5,5,1,2,50
2,2,5,5,1,2,500
2,2,5,5,1,2,500
2,2,5,5,1,2,500
2,2,5,5,1,2,500
2,2,5,5,1,2,500
2,2,5,5,1,2,500
2,2,5,5,1,2,500
2,2,5,5,1,2,500
2,2,5,5,1,2,500
2,2,5,5,1,2,500
2,2,5,5,1,2,500
2,2,5,5,1,2,500
2,2,5,5,1,2,500
2,2,5,5,1,3,500
2,2,5,5,1,4,500
2,2,5,5,1,4,500
2,2,5,5,2,1,500
2,2,5,5,2,1,500
2,2,5,5,2,1,500
2,2,5,5,2,1,500
2,2,5,5,2,4,500
2,2,5,5,2,4,500
2,2,5,5,3,4,500
2,2,5,5,4,,500
2,2,5,5,4,2,500
2,2,5,6,4,2,500
2,2,6,3,4,,500
2,2,6,3,4,2,60
2,2,6,4,2,4,60
2,2,6,4,4,,600
2,2,6,4,4,,600
2,2,6,6,1,2,6000
2,2,6,6,1,2,625
2,2,6,6,1,2,70
2,2,6,6,1,3,70
2,2,6,6,2,,70
2,2,6,6,2,1,700
2,2,6,6,2,4,700
2,2,6,7,2,,77.1
2,2,7,3,2,,77.1
2,2,7,5,4,,80
2,2,7,6,1,2,80
2,2,7,7,1,2,80
2,2,7,7,1,2,800
2,2,7,7,1,4,800
2,2,7,7,1,4,85
2,2,7,7,4,1,900
2,3,3,3,4,1,0
2,3,3,4,2,1,100
2,3,4,1,4,,100
2,3,4,3,1,,100
2,3,4,3,2,1,100
2,3,4,4,1,,130
2,3,4,4,1,,200
2,3,4,4,1,,200
2,3,4,4,1,2,200
2,3,4,4,2,,200
2,3,4,4,2,1,200
2,3,5,3,1,2,200
2,3,5,3,3,1,200
2,3,5,4,1,,200
2,3,5,4,1,2,220
2,3,5,4,1,4,250
2,3,5,4,2,1,250
2,3,5,4,2,1,30
2,3,5,5,1,,300
2,3,5,5,1,3,300
2,3,5,5,4,2,350
2,3,6,2,1,4,400
2,3,6,4,1,2,400
2,3,6,5,2,1,450
2,3,7,7,1,3,500
2,4,1,1,1,,0
2,4,2,4,4,,0
2,4,3,2,1,4,0
2,4,3,2,4,,0
2,4,3,3,1,,100
2,4,3,3,1,2,100
2,4,3,3,4,,130
2,4,3,3,4,1,150
2,4,3,4,1,,150
2,4,4,2,1,2,150
2,4,4,2,1,2,150
2,4,4,3,1,,150
2,4,4,3,1,,150
2,4,4,3,1,,150
2,4,4,3,1,2,172
2,4,4,3,1,2,180
2,4,4,3,1,4,190
2,4,4,3,1,4,190
2,4,4,3,2,,190
2,4,4,4,1,,190
2,4,4,4,1,,20
2,4,4,4,1,,200
2,4,4,4,1,,200
2,4,4,4,1,,200
2,4,4,4,1,,200
2,4,4,4,1,,200
2,4,4,4,1,,200
2,4,4,4,1,2,200
2,4,4,4,1,2,200
2,4,4,4,2,,200
2,4,4,4,2,,200
2,4,4,4,4,,200
2,4,4,4,4,,200
2,4,4,4,4,,220
2,4,4,6,2,,250
2,4,5,3,1,2,250
2,4,5,3,1,2,250
2,4,5,4,1,,250
2,4,5,4,1,,250
2,4,5,4,1,,250
2,4,5,4,1,,250
2,4,5,4,1,,250
2,4,5,4,1,2,30
2,4,5,4,1,2,300
2,4,5,4,1,2,300
2,4,5,4,1,3,300
2,4,5,4,3,2,300
2,4,5,5,1,,300
2,4,5,5,1,2,300
2,4,5,5,1,2,300
2,4,5,5,1,2,300
2,4,5,5,1,2,350
2,4,5,5,1,4,40
2,4,5,5,3,1,400
2,4,5,6,1,2,400
2,4,5,6,1,2,400
2,4,5,7,3,,400
2,4,6,4,3,2,400
2,4,6,5,1,,50
2,4,6,7,1,2,500
2,4,6,7,1,3,500
2,4,7,5,1,,60
2,4,7,5,1,4,600
2,5,2,2,2,,100
2,5,3,2,2,,100
2,5,3,2,4,,100
2,5,3,3,2,,110
2,5,3,3,4,,150
2,5,3,3,4,,150
2,5,3,4,4,,150
2,5,4,3,2,,150
2,5,4,3,2,4,150
2,5,4,3,4,,150
2,5,4,4,1,,160
2,5,4,4,1,2,200
2,5,4,4,1,2,200
2,5,4,4,1,2,200
2,5,4,4,1,2,200
2,5,4,4,1,2,200
2,5,4,4,1,4,210
2,5,4,4,2,,250
2,5,4,4,2,,250
2,5,4,4,4,,30
2,5,4,4,4,,300
2,5,4,4,4,1,300
2,5,4,4,4,2,300
2,5,5,4,1,2,40
2,5,5,4,2,1,50
2,5,5,5,1,2,50
2,6,2,1,4,,0
2,6,2,2,1,4,0
2,6,2,2,4,,0
2,6,3,2,1,,0
2,6,3,2,1,4,0
2,6,3,2,4,,0
2,6,3,3,1,,0
