분류업종,세부업종,성별,전공,경력,경력연관성,경력직종,매출액
2,30,1,1,1,4,2,200
2,30,1,1,1,4,3,300
2,30,1,1,1,4,4,280
2,30,1,1,1,4,4,70
2,30,1,1,1,5,2,200
2,30,1,1,1,5,2,500
2,30,1,1,1,5,4,10
2,30,1,1,1,5,4,10
2,30,1,1,1,5,5,20
2,30,1,1,1,5,5,80
2,30,1,1,2,4,2,10
2,30,1,1,4,4,1,0
2,30,1,1,4,4,1,10
2,30,1,1,4,4,1,800
2,30,1,1,4,4,2,145
2,30,1,1,4,5,1,200
2,30,1,2,1,1,3,100
2,30,1,2,4,5,1,100
2,30,1,3,1,4,3,121
2,30,1,4,1,4,3,100
2,30,1,4,1,5,5,300
2,30,1,4,2,1,1,95
2,30,1,6,4,1,1,60
2,30,2,,1,1,5,12
2,30,2,,1,2,5,430
2,30,2,,8,,,10
2,30,2,,8,,,200
2,31,1,,1,2,4,45
2,31,1,,1,3,5,1000
2,31,1,,1,4,2,70
2,31,1,,1,4,4,12
2,31,1,,1,4,4,15
2,31,1,,1,4,4,150
2,31,1,,1,4,4,190
2,31,1,,1,4,4,200
2,31,1,,1,4,4,24
2,31,1,,1,4,4,240
2,31,1,,1,4,4,25
2,31,1,,1,4,4,30
2,31,1,,1,4,4,7
2,31,1,,1,4,4,7
2,31,1,,1,5,4,0
2,31,1,,1,5,4,0
2,31,1,,1,5,4,10
2,31,1,,1,5,4,10
2,31,1,,1,5,4,100
2,31,1,,1,5,4,120
2,31,1,,1,5,4,200
2,31,1,,1,5,4,200
2,31,1,,1,5,4,25
2,31,1,,1,5,4,300
2,31,1,,1,5,4,300
2,31,1,,1,5,4,350
2,31,1,,1,5,4,50
2,31,1,,1,5,4,60
2,31,1,,1,5,4,60
2,31,1,,10,,,30
2,31,1,,2,5,4,20
2,31,1,,4,1,1,20
2,31,1,,4,4,1,10
2,31,1,,4,4,1,10
2,31,1,,4,5,1,10
2,31,1,,4,5,1,10
2,31,1,,4,5,1,150
2,31,1,,4,5,1,300
2,31,1,,4,5,1,37
2,31,1,,9,,,10
2,31,1,1,1,1,5,400
2,31,1,1,1,2,5,80
2,31,1,1,1,4,1,100
2,31,1,1,1,4,4,100
2,31,1,1,1,4,5,1000
2,31,1,1,1,4,5,300
2,31,1,1,1,5,2,100
2,31,1,1,2,2,2,100
2,31,1,1,2,5,2,30
2,31,1,1,4,1,1,10
2,31,1,1,4,5,1,10
2,31,1,2,1,4,1,50
2,31,1,2,1,5,3,1000
2,31,1,3,1,2,1,10
2,31,1,3,4,4,1,20
2,31,1,4,1,1,4,30
2,31,1,4,4,4,1,150
2,31,1,4,4,4,1,400
2,31,1,5,1,4,5,300
2,31,1,5,4,5,1,500
2,31,1,6,1,1,1,0
2,31,1,6,1,4,4,10
2,31,2,,8,,,20
2,32,1,,1,1,3,10
2,32,1,,1,1,3,35
2,32,1,,1,1,3,85
2,32,1,,1,1,4,10
2,32,1,,1,1,4,15
2,32,1,,1,1,4,20
2,32,1,,1,2,4,15
2,32,1,,1,2,4,40
2,32,1,,1,2,5,70
2,32,1,,1,4,3,100
2,32,1,,1,4,4,15
2,32,1,,1,4,4,150
2,32,1,,1,4,4,150
2,32,1,,1,4,4,200
2,32,1,,1,4,4,23
2,32,1,,1,4,4,25
2,32,1,,1,4,4,30
2,32,1,,1,4,4,35
2,32,1,,1,4,4,50
2,32,1,,1,4,4,60
2,32,1,,1,4,4,70
2,32,1,,1,4,4,70
2,32,1,,1,4,4,90
2,32,1,,1,4,5,10
2,32,1,,1,4,5,70
2,32,1,,1,5,1,100
2,32,1,,1,5,1,180
2,32,1,,1,5,3,10
2,32,1,,1,5,4,10
2,32,1,,1,5,4,10
2,32,1,,1,5,4,10
2,32,1,,1,5,4,10
2,32,1,,1,5,4,100
2,32,1,,1,5,4,100
2,32,1,,1,5,4,100
2,32,1,,1,5,4,100
2,32,1,,1,5,4,100
2,32,1,,1,5,4,120
2,32,1,,1,5,4,120
2,32,1,,1,5,4,144
2,32,1,,1,5,4,20
2,32,1,,1,5,4,200
2,32,1,,1,5,4,240
2,32,1,,1,5,4,30
2,32,1,,1,5,4,30
2,32,1,,1,5,4,300
2,32,1,,1,5,4,300
2,32,1,,1,5,4,4
2,32,1,,1,5,4,40
2,32,1,,1,5,4,45
2,32,1,,1,5,4,50
2,32,1,,1,5,4,50
2,32,1,,1,5,4,50
2,32,1,,1,5,4,50
2,32,1,,1,5,4,500
2,32,1,,1,5,4,60
2,32,1,,1,5,4,720
2,32,1,,1,5,4,75
2,32,1,,1,5,4,80
2,32,1,,1,5,4,80
2,32,1,,1,5,4,80
2,32,1,,1,5,4,90
2,32,1,,1,5,5,30
2,32,1,,10,,,35
2,32,1,,10,,,50
2,32,1,,11,,,40
2,32,1,,2,1,4,500
2,32,1,,4,1,1,100
2,32,1,,4,1,1,45
2,32,1,,4,1,1,50
2,32,1,,4,3,1,55
2,32,1,,4,4,1,10
2,32,1,,4,5,1,100
2,32,1,,4,5,1,26
2,32,1,,4,5,1,350
2,32,1,,4,5,1,50
2,32,1,,4,5,1,50
2,32,1,,4,5,1,60
2,32,1,,9,,,30
2,32,1,1,1,1,2,36
2,32,1,1,1,1,4,120
2,32,1,1,1,4,4,70
2,32,1,1,1,4,5,20
2,32,1,1,1,5,4,10
2,32,1,1,1,5,5,30
2,32,1,1,3,1,5,15
2,32,1,1,4,1,1,5
2,32,1,1,4,1,1,50
2,32,1,1,4,1,1,70
2,32,1,1,4,5,1,36
2,32,1,1,5,2,,130
2,32,1,1,5,2,,40
2,32,1,2,1,4,2,100
2,32,1,2,1,5,4,150
2,32,1,2,4,1,1,0
2,32,1,2,4,2,1,50
2,32,1,3,1,2,3,50
2,32,1,4,1,1,2,39
2,32,1,4,1,1,5,70
2,32,1,4,1,5,4,100
2,32,1,4,1,5,4,50
2,32,1,4,5,3,,10
2,32,1,5,1,3,5,5
2,32,1,5,1,4,5,50
2,32,1,5,1,5,4,35
2,32,1,5,4,4,1,200
2,32,1,5,4,4,1,25
2,32,1,6,1,2,5,100
2,32,1,6,7,,,0
2,32,2,,8,,,100
2,32,2,,8,,,300
2,32,2,,8,,,70
2,32,2,1,2,1,5,70
2,32,2,5,5,4,,50
2,33,1,,1,1,1,80
2,33,1,,1,1,4,3
2,33,1,,1,1,4,5
2,33,1,,1,1,5,50
2,33,1,,1,2,3,15
2,33,1,,1,2,3,30
2,33,1,,1,2,4,10
2,33,1,,1,2,4,90
2,33,1,,1,2,5,10
2,33,1,,1,3,4,28
2,33,1,,1,3,4,50
2,33,1,,1,3,4,85
2,33,1,,1,4,3,120
2,33,1,,1,4,3,600
2,33,1,,1,4,4,100
2,33,1,,1,4,4,12
2,33,1,,1,4,4,12
2,33,1,,1,4,4,15
2,33,1,,1,4,4,15
2,33,1,,1,4,4,15
2,33,1,,1,4,4,18
2,33,1,,1,4,4,25
2,33,1,,1,4,4,26
2,33,1,,1,4,4,300
2,33,1,,1,4,4,36
2,33,1,,1,4,4,5
2,33,1,,1,4,4,5
2,33,1,,1,4,4,5
2,33,1,,1,4,4,5
2,33,1,,1,4,4,50
2,33,1,,1,4,5,30
2,33,1,,1,5,2,96
2,33,1,,1,5,3,100
2,33,1,,1,5,4,0
2,33,1,,1,5,4,10
2,33,1,,1,5,4,12
2,33,1,,1,5,4,15
2,33,1,,1,5,4,15
2,33,1,,1,5,4,150
2,33,1,,1,5,4,150
2,33,1,,1,5,4,160
2,33,1,,1,5,4,18
2,33,1,,1,5,4,18
2,33,1,,1,5,4,20
2,33,1,,1,5,4,24
2,33,1,,1,5,4,25
2,33,1,,1,5,4,27
2,33,1,,1,5,4,30
2,33,1,,1,5,4,30
2,33,1,,1,5,4,35
2,33,1,,1,5,4,35
2,33,1,,1,5,4,4
2,33,1,,1,5,4,40
2,33,1,,1,5,4,45
2,33,1,,1,5,4,5
2,33,1,,1,5,4,50
2,33,1,,1,5,4,50
2,33,1,,1,5,4,6
2,33,1,,1,5,4,60
2,33,1,,1,5,4,60
2,33,1,,1,5,4,70
2,33,1,,1,5,4,72
2,33,1,,1,5,4,90
2,33,1,,1,5,5,30
2,33,1,,1,5,5,50
2,33,1,,1,5,5,7
2,33,1,,10,,,10
2,33,1,,10,,,10
2,33,1,,10,,,30
2,33,1,,11,,,18
2,33,1,,11,,,20
2,33,1,,11,,,25
2,33,1,,11,,,3
2,33,1,,11,,,35
2,33,1,,11,,,5
2,33,1,,11,,,6
2,33,1,,11,,,9
2,33,1,,2,1,4,9.6
2,33,1,,4,1,1,15
2,33,1,,4,1,4,25
2,33,1,,4,2,1,35
2,33,1,,4,2,1,5
2,33,1,,4,4,1,15
2,33,1,,4,4,1,24
2,33,1,,4,5,1,0
2,33,1,,4,5,1,10
2,33,1,,4,5,1,100
2,33,1,,4,5,1,20
2,33,1,,4,5,1,20
2,33,1,,4,5,1,30
2,33,1,,4,5,1,40
2,33,1,,4,5,1,60
2,33,1,,9,,,5
2,33,1,1,1,1,1,500
2,33,1,1,1,1,2,10
2,33,1,1,1,1,2,80
2,33,1,1,1,1,5,6
2,33,1,1,1,4,2,30
2,33,1,1,1,4,5,400
2,33,1,1,1,5,2,150
2,33,1,1,1,5,2,3
2,33,1,1,4,4,1,50
2,33,1,2,4,2,1,80
2,33,1,3,1,1,2,70
2,33,1,3,1,1,5,150
2,33,1,3,3,2,5,200
2,33,1,4,1,2,1,250
2,33,1,4,1,2,5,5
2,33,1,4,1,2,5,50
2,33,1,4,1,3,5,5
2,33,1,4,1,4,4,0
2,33,1,4,10,,,30
2,33,1,4,4,4,1,70
2,33,1,4,5,4,,200
2,33,1,5,1,5,2,300
2,33,1,5,1,5,4,100
2,33,1,5,1,5,4,80
2,33,1,5,2,1,1,5
2,33,1,6,1,2,5,30
2,33,1,6,1,5,4,40
2,33,2,,1,1,5,120
2,33,2,,1,2,4,28
2,33,2,,4,5,1,100
2,33,2,,8,,,10
2,33,2,,8,,,100
2,33,2,,8,,,12
2,33,2,1,1,1,2,38
2,33,2,2,1,5,4,7
2,33,2,3,1,5,5,100
2,33,2,4,8,,,40
2,33,2,5,1,1,5,20
2,33,2,5,1,5,5,18
2,33,2,5,10,,,50
3,47,1,,1,1,3,5
3,47,1,,1,1,4,25
3,47,1,,1,1,5,5
3,47,1,,1,1,5,65
3,47,1,,1,2,5,80
3,47,1,,1,4,3,70
3,47,1,,1,4,4,300
3,47,1,,1,4,5,20
3,47,1,,1,5,3,40
3,47,1,,10,,,140
3,47,1,,11,,,5
3,47,1,,11,,,65
3,47,1,,4,1,1,7
3,47,1,,4,2,1,12
3,47,1,,4,4,1,100
3,47,1,,4,5,1,20
3,47,1,,4,5,1,370
3,47,1,,4,5,1,80
3,47,1,,5,2,,5
3,47,1,,5,5,,300
3,47,1,1,1,1,2,30
3,47,1,1,1,1,3,240
3,47,1,1,1,1,4,6
3,47,1,1,1,1,5,5
3,47,1,1,1,2,5,120
3,47,1,1,1,3,3,300
3,47,1,1,1,4,3,20
3,47,1,1,1,4,4,65
3,47,1,1,1,5,2,100
3,47,1,1,1,5,4,10
3,47,1,1,11,,,140
3,47,1,1,2,4,2,5
3,47,1,1,2,5,5,5
3,47,1,1,3,1,5,65
3,47,1,1,4,4,1,50
3,47,1,1,5,1,,100
3,47,1,1,7,,,50
3,47,1,2,1,1,5,250
3,47,1,2,1,4,2,1
3,47,1,2,1,4,3,5
3,47,1,2,1,4,3,90
3,47,1,2,1,5,2,10
3,47,1,2,3,4,2,5
3,47,1,2,4,5,3,15
3,47,1,3,1,1,1,18
3,47,1,3,1,1,1,3
3,47,1,3,1,1,3,30
3,47,1,3,1,1,5,30
3,47,1,3,1,1,5,50
3,47,1,3,1,2,3,200
3,47,1,3,1,3,5,90
3,47,1,3,1,5,3,65
3,47,1,3,1,5,5,5
3,47,1,3,10,,,90
3,47,1,3,2,2,3,36
3,47,1,3,2,5,3,10
3,47,1,3,2,5,3,36
3,47,1,3,2,5,5,100
3,47,1,3,4,5,1,0
3,47,1,3,7,,,300
3,47,1,3,7,,,80
3,47,1,3,7,,,90
3,47,1,4,1,1,1,0
3,47,1,4,1,1,1,40
3,47,1,4,1,1,5,300
3,47,1,4,1,1,5,80
3,47,1,4,1,2,3,30
3,47,1,4,1,2,3,30
3,47,1,4,1,2,3,5
3,47,1,4,1,3,5,3
3,47,1,4,1,3,5,5
3,47,1,4,1,3,5,5
3,47,1,4,1,3,5,5
3,47,1,4,1,4,3,5
3,47,1,4,1,4,5,20
3,47,1,4,1,4,5,5
3,47,1,4,1,4,5,70
3,47,1,4,1,5,1,100
3,47,1,4,3,2,5,50
3,47,1,4,4,1,1,20
3,47,1,4,4,2,1,30
3,47,1,4,4,2,1,300
3,47,1,4,4,2,1,5
3,47,1,4,4,4,1,5
3,47,1,4,4,4,5,25
3,47,1,4,4,5,1,15
3,47,1,4,6,1,5,5
3,47,1,5,1,3,5,30
3,47,1,5,1,5,5,65
3,47,1,5,2,2,4,65
3,47,1,5,2,2,5,70
3,47,1,5,4,1,3,100
3,47,1,5,5,1,,70
3,47,1,5,5,5,,150
3,47,1,5,7,,,70
3,47,1,5,7,,,90
3,47,1,6,1,3,5,70
3,47,1,6,1,5,3,70
3,47,1,6,7,,,100
3,47,2,,1,1,3,70
3,47,2,,1,1,5,30
3,47,2,,1,1,5,5
3,47,2,,1,4,3,30
3,47,2,,4,4,1,80
3,47,2,,7,,,5
3,47,2,,8,,,108
3,47,2,,8,,,250
3,47,2,,8,,,280
3,47,2,,8,,,40
3,47,2,,8,,,50
3,47,2,1,1,3,5,70
3,47,2,1,2,2,2,40
3,47,2,1,8,,,80
3,47,2,2,1,1,5,250
3,47,2,2,1,2,5,5
3,47,2,2,5,5,,5
3,47,2,2,7,,,3
3,47,2,2,8,,,45
3,47,2,3,2,1,5,5
3,47,2,3,2,1,5,58
3,47,2,3,7,,,15
3,47,2,3,8,,,5
3,47,2,4,1,4,2,60
3,47,2,4,1,4,5,5
3,47,2,4,4,1,1,250
3,47,2,4,4,3,1,5
3,47,2,4,4,4,1,40
3,47,2,4,4,4,1,5
3,47,2,4,4,5,1,100
3,47,2,4,5,5,,5
3,47,2,4,8,,,30
3,47,2,5,1,1,3,100
3,47,2,5,1,4,2,10
3,47,2,5,1,4,5,20
3,47,2,5,1,4,5,30
3,47,2,5,1,4,5,60
3,47,2,5,10,,,200
3,47,2,5,2,4,5,7
3,47,2,5,5,5,,25
3,47,2,5,7,,,103
3,47,2,6,1,4,5,30
3,47,2,6,8,,,50
4,58,1,,1,3,4,0
4,58,1,,1,4,2,50
4,58,1,,1,5,2,0
4,58,1,,1,5,2,35
4,58,1,,1,5,4,47
4,58,1,,1,5,5,0
4,58,1,,10,,,40
4,58,1,,4,1,1,50
4,58,1,,4,4,1,200
4,58,1,,4,4,1,30
4,58,1,,5,2,,0
4,58,1,,5,2,,1
4,58,1,1,1,2,2,100
4,58,1,1,1,2,5,0
4,58,1,1,1,3,3,100
4,58,1,1,1,4,2,0
4,58,1,1,1,4,2,15
4,58,1,1,1,4,2,200
4,58,1,1,1,4,2,200
4,58,1,1,1,4,2,40
4,58,1,1,1,4,2,40
4,58,1,1,1,4,2,80
4,58,1,1,1,4,3,15
4,58,1,1,1,5,1,29
4,58,1,1,1,5,2,0
4,58,1,1,1,5,2,160
4,58,1,1,1,5,2,190
4,58,1,1,1,5,2,40
4,58,1,1,1,5,2,45
4,58,1,1,1,5,2,6
4,58,1,1,1,5,2,60
4,58,1,1,1,5,2,60
4,58,1,1,1,5,2,80
4,58,1,1,1,5,5,100
4,58,1,1,1,5,5,15
4,58,1,1,1,5,5,180
4,58,1,1,1,5,5,200
4,58,1,1,1,5,5,55
4,58,1,1,2,1,5,45
4,58,1,1,2,4,2,10
4,58,1,1,2,4,2,18
4,58,1,1,2,4,2,60
4,58,1,1,2,4,4,36
4,58,1,1,2,5,2,200
4,58,1,1,2,5,2,5
4,58,1,1,2,5,2,75
4,58,1,1,3,1,5,280
4,58,1,1,3,4,2,10
4,58,1,1,3,5,2,266
4,58,1,1,4,1,1,10
4,58,1,1,4,2,1,10
4,58,1,1,4,4,1,55
4,58,1,1,4,5,1,30
4,58,1,1,5,4,,7
4,58,1,1,7,,,83
4,58,1,2,1,5,2,130
4,58,1,2,4,4,5,15
4,58,1,2,4,5,1,20
4,58,1,2,5,5,,120
4,58,1,3,1,5,1,40
4,58,1,3,2,4,1,200
4,58,1,3,3,3,5,100
4,58,1,3,4,1,1,10
4,58,1,3,4,4,1,15
4,58,1,3,4,5,1,30
4,58,1,3,4,5,1,50
4,58,1,4,1,1,5,10
4,58,1,4,1,3,4,146
4,58,1,4,1,3,5,30
4,58,1,4,1,4,3,35
4,58,1,4,1,5,2,50
4,58,1,4,1,5,5,10
4,58,1,4,1,5,5,200
4,58,1,4,1,5,5,40
4,58,1,4,1,5,5,50
4,58,1,4,11,,,10
4,58,1,4,11,,,10
4,58,1,4,2,1,4,12
4,58,1,4,2,4,5,25
4,58,1,4,3,1,5,30
4,58,1,4,3,4,5,7
4,58,1,4,4,4,1,100
4,58,1,4,4,4,1,12
4,58,1,4,4,4,1,15
4,58,1,4,4,5,1,10
4,58,1,4,4,5,1,250
4,58,1,5,1,4,2,15
4,58,1,5,1,4,5,20
4,58,1,5,1,5,2,150
4,58,1,5,1,5,4,40
4,58,1,5,10,,,60
4,58,1,5,3,4,2,10
4,58,1,5,5,4,,36
4,58,1,5,5,5,,10
4,58,1,5,5,5,,60
4,58,1,6,11,,,0
4,58,1,6,4,5,1,0
4,58,1,6,5,5,,15
4,58,2,,1,2,5,30
4,58,2,,8,,,200
4,58,2,,8,,,5
4,58,2,,8,,,75
4,58,2,1,1,4,2,100
4,58,2,1,2,4,3,100
4,58,2,1,3,3,2,93
4,58,2,1,9,,,0
4,58,2,3,5,5,,150
4,58,2,4,1,3,5,50
4,58,2,4,1,4,2,100
4,58,2,4,1,5,2,100
4,58,2,4,1,5,3,50
4,58,2,4,4,3,1,0
4,58,2,4,4,5,1,50
4,58,2,5,1,5,2,250
4,58,2,5,8,,,30
4,58,2,6,11,,,10
4,59,1,,1,1,1,12
4,59,1,,1,1,2,5
4,59,1,,1,1,4,25
4,59,1,,1,1,4,36
4,59,1,,1,1,4,72
4,59,1,,1,2,3,150
4,59,1,,1,4,4,40
4,59,1,,1,5,4,5
4,59,1,,10,,,15
4,59,1,,4,1,1,20
4,59,1,,4,1,1,78
4,59,1,,4,5,1,5
4,59,1,,4,5,1,5
4,59,1,,4,5,1,50
4,59,1,,5,5,,20
4,59,1,,5,5,,37
4,59,1,1,1,2,5,10
4,59,1,1,1,5,5,150
4,59,1,1,1,5,5,30
4,59,1,1,10,,,25
4,59,1,1,10,,,84
4,59,1,1,2,1,1,70
4,59,1,1,2,1,5,70
4,59,1,1,2,2,2,30
4,59,1,1,2,3,5,95
4,59,1,1,4,1,1,14
4,59,1,2,11,,,10
4,59,1,2,4,1,1,30
4,59,1,2,4,5,1,36
4,59,1,2,5,4,,100
4,59,1,3,1,1,5,30
4,59,1,3,1,2,5,5
4,59,1,3,1,4,3,15
4,59,1,3,3,1,5,60
4,59,1,3,4,4,1,5
4,59,1,3,4,5,1,100
4,59,1,4,1,1,5,30
4,59,1,4,10,,,35
4,59,1,4,2,2,5,50
4,59,1,4,2,5,2,0
4,59,1,4,3,5,2,37
4,59,1,4,4,1,1,12
4,59,1,4,4,5,1,200
4,59,1,4,5,5,,80
4,59,1,4,7,,,50
4,59,1,5,1,1,5,15
4,59,1,5,1,2,4,34
4,59,1,5,1,4,2,18
4,59,1,5,1,4,5,40
4,59,1,5,1,4,5,40
4,59,1,5,1,4,5,47
4,59,1,5,1,4,5,80
4,59,1,5,1,4,6,140
4,59,1,5,1,5,2,20
4,59,1,5,1,5,5,0
4,59,1,5,1,5,6,75
4,59,1,5,2,5,2,150
4,59,1,5,4,1,1,40
4,59,1,5,4,2,1,0
4,59,1,5,4,4,1,25
4,59,1,5,4,4,1,30
4,59,1,5,4,5,1,120
4,59,1,5,4,5,1,20
4,59,1,5,5,5,,0
4,59,1,5,5,5,,20
4,59,1,5,5,5,,60
4,59,1,6,1,5,3,5
4,59,2,,1,1,5,10
4,59,2,,8,,,15
4,59,2,,8,,,30
4,59,2,,8,,,70
4,59,2,,8,,,8
4,59,2,1,1,5,5,3
4,59,2,2,8,,,280
4,59,2,2,8,,,50
4,59,2,3,7,,,5
4,59,2,4,1,1,5,120
4,59,2,4,4,5,1,0
4,59,2,5,10,,,10
4,59,2,5,5,4,,20
4,59,2,5,8,,,12
4,60,1,,1,1,3,100
4,60,1,,1,2,4,40
4,60,1,,1,2,5,12
4,60,1,,1,3,3,10
4,60,1,,1,4,4,40
4,60,1,,1,4,5,50
4,60,1,,1,5,2,200
4,60,1,,1,5,2,72
4,60,1,,1,5,3,100
4,60,1,,1,5,3,40
4,60,1,,1,5,3,70
4,60,1,,1,5,4,80
4,60,1,,1,5,5,36
4,60,1,,1,5,5,80
4,60,1,,11,,,40
4,60,1,,2,1,4,50
4,60,1,,2,4,5,20
4,60,1,,4,1,1,100
4,60,1,,4,1,1,60
4,60,1,,4,1,3,25
4,60,1,,4,4,1,10
4,60,1,,4,4,6,10
4,60,1,1,1,1,4,50
4,60,1,1,1,1,5,6
4,60,1,1,1,3,5,70
4,60,1,1,1,4,5,2
4,60,1,1,1,5,2,19
4,60,1,1,4,2,1,30
4,60,1,1,4,5,1,10
4,60,1,1,4,5,1,200
4,60,1,2,1,4,5,200
4,60,1,2,4,4,1,40
4,60,1,2,5,4,,30
4,60,1,3,1,3,5,50
4,60,1,4,1,4,5,70
4,60,1,4,1,5,4,20
4,60,1,4,1,5,5,60
4,60,1,4,2,5,2,100
4,60,1,4,3,4,5,100
4,60,1,4,4,5,1,75
4,60,1,5,1,3,2,12
4,60,1,5,1,4,5,240
4,60,2,,1,4,1,0
4,60,2,,1,5,4,10
4,60,2,3,5,5,,0
4,60,2,4,1,4,5,10
4,61,1,,1,1,4,40
4,61,1,,1,4,2,25
4,61,1,,1,4,3,200
4,61,1,,1,4,3,30
4,61,1,,2,4,5,20
4,61,1,,3,4,5,35
4,61,1,,4,1,1,10
4,61,1,,4,1,1,30
4,61,1,,4,5,1,0
4,61,1,,4,5,1,10
4,61,1,,4,5,1,10
4,61,1,,4,5,3,38
4,61,1,,4,5,5,10
4,61,1,1,1,1,5,0
4,61,1,1,1,3,5,50
4,61,1,1,1,4,1,40
4,61,1,1,1,4,2,100
4,61,1,1,1,4,2,240
4,61,1,1,1,4,2,30
4,61,1,1,1,4,2,50
4,61,1,1,1,4,2,95
4,61,1,1,1,5,5,0
4,61,1,1,2,1,2,30
4,61,1,1,4,1,1,10
4,61,1,1,4,5,1,40
4,61,1,1,4,5,1,50
4,61,1,3,1,1,5,75
4,61,1,3,1,1,5,75
4,61,1,3,2,2,5,10
4,61,1,3,4,5,1,40
4,61,1,3,6,2,5,60
4,61,1,4,1,2,5,0
4,61,1,4,4,1,1,60
4,61,1,4,9,,,50
4,61,1,5,1,2,4,25
4,61,1,5,1,3,5,200
4,61,2,,1,3,5,30
4,61,2,,1,4,5,40
4,61,2,,1,5,5,24
4,61,2,,1,5,5,25
4,61,2,,3,5,5,45
4,61,2,,8,,,170
4,61,2,,8,,,30
4,61,2,,8,,,30
4,61,2,,8,,,30
4,61,2,,8,,,45
4,61,2,,8,,,50
4,61,2,,8,,,70
4,61,2,2,1,1,5,10
4,61,2,2,4,5,1,10
4,61,2,4,1,1,5,50
4,61,2,4,3,3,5,15
4,61,2,4,3,5,5,12
4,61,2,4,4,1,1,55
4,61,2,4,4,5,1,35
4,61,2,4,8,,,10
4,61,2,5,1,5,5,68
4,61,2,5,5,1,,3
4,62,1,,1,2,4,30
4,62,1,,1,2,5,10
4,62,1,,1,4,2,40
4,62,1,,1,4,5,5
4,62,1,,1,5,2,20
4,62,1,,1,5,3,50
4,62,1,,1,5,4,70
4,62,1,,1,5,5,100
4,62,1,,1,5,5,19
4,62,1,,1,5,5,45
4,62,1,1,1,4,2,10
4,62,1,1,1,4,2,100
4,62,1,1,1,4,2,200
4,62,1,1,1,4,2,270
4,62,1,1,1,4,2,30
4,62,1,1,1,4,2,30
4,62,1,1,1,4,2,40
4,62,1,1,1,4,2,50
4,62,1,1,1,4,5,10
4,62,1,1,1,4,5,190
4,62,1,1,1,4,5,20
4,62,1,1,1,4,5,30
4,62,1,1,1,4,5,40
4,62,1,1,1,4,5,50
4,62,1,1,1,4,5,79
4,62,1,1,1,4,5,80
4,62,1,1,1,5,2,10
4,62,1,1,1,5,2,120
4,62,1,1,1,5,2,120
4,62,1,1,1,5,2,200
4,62,1,1,1,5,2,280
4,62,1,1,1,5,2,30
4,62,1,1,1,5,2,35
4,62,1,1,1,5,2,60
4,62,1,1,1,5,3,100
4,62,1,1,1,5,3,80
4,62,1,1,1,5,4,150
4,62,1,1,1,5,5,45
4,62,1,1,1,5,5,50
4,62,1,1,1,5,5,80
4,62,1,1,10,,,28
4,62,1,1,2,4,2,10
4,62,1,1,2,4,5,40
4,62,1,1,2,5,2,10
4,62,1,1,2,5,2,120
4,62,1,1,2,5,2,30
4,62,1,1,2,5,2,40
4,62,1,1,3,3,5,32
4,62,1,1,4,2,1,30
4,62,1,1,4,2,1,64
4,62,1,1,4,5,1,100
4,62,1,1,4,5,1,45
4,62,1,1,4,5,1,55
4,62,1,1,5,5,,50
4,62,1,1,7,,,15
4,62,1,1,7,,,50
4,62,1,2,1,4,2,150
4,62,1,2,1,4,5,30
4,62,1,2,1,5,5,45
4,62,1,2,1,5,5,60
4,62,1,2,10,,,10
4,62,1,3,1,1,3,1
4,62,1,3,1,1,5,100
4,62,1,3,1,1,5,80
4,62,1,3,1,3,5,100
4,62,1,3,1,5,1,35
4,62,1,3,1,5,2,50
4,62,1,3,4,5,1,28
4,62,1,3,7,,,100
4,62,1,4,1,2,5,30
4,62,1,4,1,4,1,10
4,62,1,4,1,4,4,5
4,62,1,4,1,5,1,30
4,62,1,4,1,5,2,0
4,62,1,4,1,5,5,100
4,62,1,4,1,5,5,70
4,62,1,4,7,,,70
4,62,1,5,1,4,2,10
4,62,1,5,1,4,5,50
4,62,1,5,1,5,5,80
4,62,1,5,10,,,18
4,62,1,5,4,5,1,0
4,62,1,5,7,,,10
4,62,1,6,7,,,90
4,62,2,1,1,4,5,10
4,62,2,2,1,4,5,0
4,62,2,4,1,2,4,10
4,62,2,4,3,5,5,36
4,62,2,4,4,2,1,18
4,62,2,5,1,4,5,10
4,62,2,5,1,5,2,30
4,62,2,5,1,5,2,70
4,62,2,5,8,,,30
4,63,1,,1,5,5,50
4,63,1,,11,,,12
4,63,1,,3,3,5,50
4,63,1,,4,1,1,10
4,63,1,,4,2,1,15
4,63,1,,4,2,1,20
4,63,1,,4,5,1,3
4,63,1,,4,5,1,35
4,63,1,1,1,4,5,0
4,63,1,1,1,4,5,16
4,63,1,1,1,4,5,3
4,63,1,1,1,5,1,75
4,63,1,1,1,5,2,75
4,63,1,1,1,5,5,15
4,63,1,1,1,5,5,20
4,63,1,1,2,4,2,92
4,63,1,1,4,1,1,5
4,63,1,1,4,1,5,10
4,63,1,1,4,2,1,45
4,63,1,1,4,4,1,0
4,63,1,1,4,4,5,15
4,63,1,1,4,5,1,10
4,63,1,1,7,,,10
4,63,1,1,7,,,40
4,63,1,2,1,5,5,30
4,63,1,2,11,,,10
4,63,1,2,2,2,3,0
4,63,1,2,4,2,1,0
4,63,1,2,4,4,1,15
4,63,1,2,4,5,1,5
4,63,1,2,7,,,10
4,63,1,3,1,1,5,20
4,63,1,3,1,4,5,200
4,63,1,3,1,5,1,150
4,63,1,3,1,5,3,0
4,63,1,3,1,5,3,130
4,63,1,3,1,5,5,100
4,63,1,3,10,,,10
